Comment,label
目標市場不是台灣吧，是在不爽啥,2
又在清庫存？,1
u12+：,2
做夢比較快吧,1
Andorid 9 都搞這麼久了 別期待了吧,1
U12+：我都還沒更新輪的到你？,2
TC連安全性更新都擠不出來了,1
#1TyRzd1r (MobileComm)  看一下去年這篇真諷刺,2
好像連新機出來都不是10了?,2
不是官方消息都不要當真,2
u12+都等到天荒地老了,1
D20 Pro是預載10,2
換一隻手機比較快，htc手機部門都被買走了==,2
會有鐵粉護航說9.0用的好好的幹嘛升級,2
U12的安全性更新還停在去年10月,1
U12+：？,2
等回1300時就會更新了,2
直接刷機還是換新機吧,2
你怎麼會認為岌岌可危的廠商會更新？,1
有夢最美,2
穩定版本使用就好了啊,2
U12+：）,2
Pixel路過，建議加入Pixel不用擔心升級問題,2
U11等待pixel 5,2
有S835升級10的例子嗎？,2
OnePlus 5/5T 大約4 5月的時候升10了,2
pixel2也有,2
U12+都還沒吃10 想得美,2
「理論上」系統越接近原生&銷量越好的機型越容易得,2
到大版本升級,2
現在沒有大概就不會有了,2
想玩遠端去買台舊i7＋或新的低階啊,2
現在安全性更新都不可能了,2
如果升級到時又有問題怎麼辦？HTC幹嘛沒事找事做,1
小米mix2都能升10 原生不是重點而是廠商有沒有心,2
不可能,2
Zenfone 4 pro：老子年度835旗艦連9都沒有，怕了吧,2
U12+的靈壓,2
換一隻手機吧,2
子龍5z 升android 10了,2
一定要10嗎？可是我RENO Z沒有升級10前就可以連PS40,2
把手啊,2
換機比較快啦,2
作夢吧 連安全性更新都沒有了 還想升10,1
沒有,2
之前連了也沒幾個遊戲能玩啊,2
原生又不是重點，現在PT計畫之下，都已經拆成模組化,2
了，只是看廠商願不願意維護而已,1
安全性更新只到2019/10，還想升級安卓10，換手機吧,1
就算有升級也是U12+先,2
用8.0好好的幹麻升級...我9.0不敢升XD,2
請買pixel 一堆手機只會傳來傳去最後放生,2
手機就安心正常用好一點,2
等到Android 9被淘汰的時候，你也已經換手機了,2
為甚麼不乾脆買一台原裝An10的手機呢,2
realme 2pro  月初才升級Android 10,2
????,2
問問客服?,2
u11路過，早就換手機，要升難啊,2
U11主機板壞了，就放棄TC,1
不要期待，就不會受到傷害...HTC沒有收掉手機部門就,1
不錯了...,2
都要出11了還等10 換手機比較快,2
這支還可以，不然就等u20或是買u12+,2
"只能說堪用,同價格去陸韓品牌有更好的選擇...",2
tc在本版是救援被嘲笑用的！ 手法大概就是嘲笑安迪超譯為全,2
部tc粉都那樣！懂了沒,2
你真的鐵粉，佩服，一年多前用u11現在壞了，還想買新機,2
？我自己從desire z 蝴蝶1，2，到m7，u11，買超過十隻,2
"，現在我跑Apple,心安理得！",2
剛購入u12﹢還ok,0
這是我第一次換不是TC的手機，它沒出855 865真的挺不下,2
去,2
6月份幫我爸買，用到現在沒什麼問題，系統很原生，沒有,0
阿雜多餘app預載在裡頭，電量強大，長輩使用習慣三天一充,0
沒問題，拍照也還堪用,0
指紋解鎖在手機休眠時可直接喚醒，配件的話，透明殼跟螢,2
幕保護貼在電腦家都買得到,2
上上禮拜剛幫我爸買過 應該沒什麼大問題…吧？,2
有玩遊戲上推u12+或等5G的u20,2
推U12+是在害人？,1
結果是要問機，請用格式,2
我用pixel的體驗htc好太多了，供你參考,2
真愛粉不離不棄,2
不離不棄，被當…,2
感恩,2
原來剛發表時那些支持的都是同一個人的分身呀，終於,2
知道為什麼tc會走到這田地了,2
雪紅,2
入手一隻還不錯,0
你有買她的股票嗎？認真問,2
剛出就買，有人首po就懶得分享了。算蠻輕的，螢幕也很順,0
眼，電量很有感。輕度使用，只用到line跟照相，使用上很,0
順暢，但相機只能說堪用。,1
這牌還在唷,1
這隻輕度用還可以啊！,0
同樣是s665；Nokia5.3有google one保證更新，只是螢幕HD,2
我看了很久 蝦皮上甚至還有六千出頭的,2
但我最後買nokia7.2,2
我今天去神腦看手機 才看到一個續約豬屎二零而已,2
"我是你.不缺錢就上ZF6,一樣5000mAh,S855旗艦體驗不",2
降級,2
u11比u12穩,2
我買給我爸 他用的開心,0
htc exodus,2
不要浪費錢買垃圾,1
不喜歡也不要說別人是垃圾吧,2
沒人想當盤子,1
D20 pro還可以吧，續航力很猛，日常使用也很棒了,0
2手A8S 價格更便宜 CPU跟相機更好...軟體跟維修後勤更不用講,1
幾個月前幫長輩買一支保內的才6000 PWM還是0,2
現在的話我會考慮2手A71 因為5G的快上了 4G二手很多在拋,2
電子：：,1
2手機倫不到三星吧…,2
我U11還沒壞欸..只是電池續航不太好,2
我手上現在就A8s一年了，也是我第一次那TC以外的，電量,2
維持很不錯，cpu就普普中階機，拍照..就算了吧，軟體介,2
面我覺得一年了還是不太順手，銀幕我覺得比過去EYE 蝴,2
蝶一代 DHD 容易眼睛累，至於後勤我這四隻都沒面臨送修,2
所以無從比較,2
好吧 我敬重TC粉 但瞧不起HTC,2
我也用了五支htc沒用過它牌，在考慮U20說。,2
我HTC有兩隻送修前是好的 拆開就壞了 故跳槽,1
就安靜的陪著它走完 這句話看得出期待與無奈的感覺 推個,2
"HTC永生不滅,本大不倒,像威盛一樣,變成僵屁企業",2
我有買 缺點是注音輸入法字選的很爛，重量太重，,1
優點就是照相不錯 電量夠,0
買給媽媽用，拍照，操作，續航她都很滿意，拍照有高,0
於我原本的預期！,2
d20 pro續航蠻厲害的，看你要不要也等u20,0
本來要等u20. 變成買iPhone se,2
中韓不買。sony太貴。華碩把台灣當二等市場。只能買iphone了,2
我買這隻給我爸，電量很夠，一般使用很夠了,0
看用865的精美售價，到時候還是會打價錢啊？什麼3萬買電子,2
xx,2
看了你的心得也難怪沒人用火腿腸吧 一萬多的手機才用一年,2
就打不開,2
我u11也很猶豫要不要換電池還是直接買其他的...從DHD到E8,2
到現在..,2
這隻適合跑外送用嗎？,2
手上有2015買的EYE，5年又3個月滑ptt還很順,0
想了解是否適合跑外送+1,2
當然選1 華碩至少不是潮店,2
我想幫你換問機格式，問機分類有專屬格式,2
ASUS,2
1,2
你已經說出答案了，不要中國牌子那就是選1,2
感恩,2
給某樓 MIT MIC,2
m2 p,2
媽媽原本拿甚麼手機呢？這樣可能比較好比較,2
第一點是HTC那隻有NFC，大破2020版的沒有了。第二點是R,2
OM。第三點是鏡頭數量，雖然鏡頭數量多不代表拍照就好,2
看，但是大破那兩顆鏡頭應該都是之前出的規格了,2
處理器的話如果沒玩遊戲，可能感受不大,2
完全不懂3C的在篩品牌真的很可笑,2
NFC個人感覺影響較大的是付費習慣,2
如果使用者平常就沒有這種習慣 未來也沒打算改 就沒差,2
"這兩隻比的話hTC規格贏,但售後服務的話則是華碩贏",2
最近購機考慮名單也是這兩隻和Xperia 10 II在比較,2
"665贏在製程是11nm,比較有省電優勢 (較舊的660是14nm)",2
華碩那支比較穩一點,2
就…比規格是HTC啦！良率不能保證，是還沒聽到災情啦,2
那三星的A31呢？不過這台螢幕是AMOLED,2
大破原生系統ONE 覺得不好用 M1使用者路過 小問題非常多,1
但是跟htc比 華碩還是大勝,2
這兩隻個人選2,2
主要因為typec,2
你可以買看看 等你的心得 XD,2
不過通常這價格的手機在意的不是保固是品質 所以大部分,2
人選三星和蘋果,2
快充是有感，但是問題5000要噴到底也要不少時間，不是高度,2
使用，一天一定沒問題，那睡覺都要充有沒快充差在哪,2
大破2用戶路過 不害人 選2比較好,2
D20 pro吧,2
建議大破,0
我覺得大破不錯啊,0
我選D20 pro ，大破的不是type c很麻煩,2
我會選20耶  快充  type c NFC  四鏡頭  怎麼看都比較好,0
選htc中低階手機還要考慮一兩年後維修是否有料的問題,1
2019.1月出的desire12上個月要維修螢幕原廠沒料,1
1螢幕看了眼睛痠,1
這2隻選我應該會選2吧,2
一個中國牌，一個中國製，推薦A70或A51啦,2
這兩支的話單論手機推2，但哪天需要維修會被故意修壞,2
媽媽用不到NFC就選1，至於micro USB好像不是特別重要,2
"我會三星 或 2,TC歷代板上除特定機外災情不少，不過周",2
遭的ASUS也半斤八兩，跟原po一樣不考慮小米那些(握手),2
我會選2，type-c介面大家充電比較方便,0
接口還好吧，行動電源，隨身風扇都是micro接口,2
1，大電量對長輩比較實用,1
樓上是在說笑嗎 兩隻的電池明明一樣大,2
選typec吧  hTC,0
跑過幾次皇家真的需要維修時很推薦,2
子龍一票，HTC真的令人不敢恭維,2
各位給點信心，還沒買就一直給人家說維修的問題,2
我也是這兩隻在猶豫 看一下推文跟前面一篇比較偏向2了,2
可是看看備用的ZF3還整隻好好...好難選啊,2
type c蠻重要的我選2，HTC 目前依舊不小，應該不敢亂來,0
大破啦這兩隻,2
大破那個充電還是mini接口看了就縮了，都2020了還沒有,2
用type c,0
type C,0
type對老人家很重要，無腦插進去就對了,0
你先Reset看看，我的上次也是這樣搞定,2
其實不太建議修了，如果要修也要看你能接受多少…如果4.,2
5千你願意嗎？,2
原廠換板子更貴…以前E8壞掉說主機板有問題要7.8千…後,2
來選擇不修,2
這個難說，年前U12掛掉回原換機板1千多，直接給它報價再,2
決定修不修啊,2
回覆原廠預設值試看看，如果無效也不值得維修。,2
即使捨不得，還是別修了，三年差不多可以換機,2
之前一樣問題 主機板沒錯 修四千左右的樣子 建議別修了,2
順便推薦ZF6或ROG 2給你XD,2
ps.路邊維修 保固三個月 還有分4g/64和6g/64的選擇 差1k,2
這支二手隔壁板三千內,2
U11+ 大概2400,2
一千內修得好的話,2
我想原廠應該會說更換主板報價7500吧,2
我是U11 128G 無法開機無法充電  工程模式也沒反應,2
7/25專賣店報修  7/30通知主機板故障 報價3900,2
連電池一併更換的話  優惠總價4900  我還在考慮,2
U11 128G目前二手價約4000  修3900很尷尬,2
不修的話要檢測費300  就當備用機使用費吧,2
我u11 128換主機板跟電池4000以內。畢竟4000要買新手機也難買,2
。舊手機修一下繼續用。,2
外面的手機店修的,2
我用兩年多，有時後也是會這樣，重開機就搞定了,2
買二手比較快,2
台北的話 推168 還會有折扣哦,2
別修了，換其他家的手機,2
找168修即可,2
168問過兩千多,2
u11原廠修主機板跟尾插加換電池我記得3000多 半年前修,2
的,2
我的U11問題跟你一模一樣 剛換螢幕跟電池不久 果斷放棄了HT,2
C改買別家新機，目前已經用一年多，電池還是很猛，Tc電池,2
都要一年一換 衰退快容易受潮 進維修原本沒壞結果觸控壞了,2
。想說換電池跟螢幕再戰一年結果在外面花三千多 用沒三個,2
月就wifi跟網路同時掛掉。推測是主版問題不建議維修,2
主機板不建議，直上4a吧,2
基頻有沒有不見R，不見可以刷版本看看,2
"直接送原廠報看看吧,除非你有信任的店家能修",2
網拍找一支狀況不錯的二手會比較划算。,2
3年大修要賭人拼，賭到修好或許是省錢，但現在3C產,2
品這賠率不太好看,2
不要修，換新的,2
前幾天跟你一樣問題  重複開機大概50次之後莫名其妙,2
好了  先繼續用了  同時物色備用機,2
推 把電子垃圾賣給外國人,1
全世界如果只剩兩家手機廠商,2
貼牌？,1
這種東西需要大費周章去發表他嗎？=.=,1
4/64的 5G賣3500這一定不是HTC,2
這什麼到底是什麼電子垃圾,1
2020 720p,2
沒支援5G，你看錯了,2
某樓文章都跳著看對吧XD,2
五樓 這款沒有5G 新聞只是提到U20而已,2
若p22能收5g  這超前部署我會怕,2
電子____,1
去年野火E是用更糞的紫光展銳(展訊)晶片,1
電子垃圾不要出來丟人現眼,1
已經沒人在意了吧,1
這支進來台灣應該會大賣，不知道為什麼不進,2
電子XX 不需要發表,1
這隻進來台灣我就買，還沒買過TC的手機,0
這三千多價錢應該是賣長輩小孩的吧？,2
其他的中國品牌同價格性能應該接近2倍了……,1
電子垃圾,1
長輩小孩也有人權=.=,2
唉 淪落至此...,1
我OK，樓下買,2
挖某愛,1
I DONT GIVE A SHIT,1
電子,1
連沒在台灣賣的也要堆這麼一長串連發文,2
俄羅斯也有盤子 說不定可以靠普皇宣傳,2
這種手機有發表的必要？,1
跟realme C3規格好像,2
真的是下七下井,2
庫存還沒消完,1
在台上市換個三星MARK就沒意見了 顏色對真好,2
這支中國人品牌的手機要大賣了。,2
Salsa,2
電子__有什麼好發表的,1
滿好看但我pass,2
我ok你先買,2
要也是買U20,2
SOC怎不用個730，765,2
什麼顏色還不都被保護殼擋住,2
背後指紋、正面挖孔的手機很氾濫，很像貼牌機,1
這個慘淡綠我可以，樓下先買,2
你這樣我們股歌四欸怎摸半 也是背面指紋正面挖孔XDD,2
665這價格ok嗎,2
上有realme x3 下有realme 6 可以洗洗睡了,2
這cpu很不ok,1
私訊他們小編死不說是用usf還是emmc,2
我OK你先買,2
推新色,0
665 8990 樓下先買,2
可能是eMMC,2
讚喔 8990,2
樓下買,2
eMMC5.1應該還好吧！玩遊戲的讀取要久一點喔,2
我很好奇板上到底有沒有人買過今年HTC的新機 XD,2
我啊 我幫阿母用HTC 當然是能刪的就刪 換個Launcher,2
反正我是不信HTC的後勤了啦._.,1
反而HTC還比三星更好搞定 三星挾帶太多垃圾了,2
x3真香,0
三星維修比htc乾脆一百倍,2
配色其實滿好看的,0
樓下買,2
豬屎出豬屎色,1
資費搭下來手機錢應該是沒多少了,2
我有加入早鳥。不過等著等著就買iphone了,2
EMMC...那我不如繼續用我的htc10,2
google了一下665比820還爛...HTC10屌打XDD,2
產品定位對手是鎖定三星A51吧,2
這麼有愛，2020買S665XDDDD,2
這個綠色我喜歡 但樓下先買我OK,2
這支不錯，一般手游玩起來大銀幕爽，電量有夠稱，買了黑,0
色給推,2
699資費中華，手機五千多,2
幾乎都買中階機，這支用了一個月沒問題，沒特定需求買最,0
高階不知道能幹嘛，拍照也可以,0
我端午節就幫我爸買了這支啊，用到現在沒什麼問題啦XD,0
大螢幕 大電量 拍照也比他原本HTC 10 pro成像佳,0
綜合來說不差，續航力頂尖，拍照堪用。S665日常使用也還,0
行。但通常能找到比HTC更高CP的硬體規格。軟體上，HTC的軟,1
體更新方面大概也是墊底的了吧....,1
這版就定位垃圾買垃圾唄,1
665 至少來個765g吧,2
超信仰,2
"笑垃圾的真好奇都買什麼,手機又不是每個人都要最新最強或",2
者怎樣，品牌優缺各有好壞，難道你說小米歐普他們看起來c,2
p值最高，比他貴就垃圾嗎？我還沒說我朋友買三萬的sony哩,2
...XD,2
u20用765g啊... d20用730/710就很不錯 結果來個臭,2
不可聞的665==,1
跟中國機比價錢 那幾乎每支都比不過了,2
